grid_id,row_index,col_index,lon,lat,is_tree,elevation,slope,aspect,tree_type
0,0,0,925388.0961,1940116.538,0,,,,
1,0,1,925388.0961,1940136.538,0,,,,
2,0,2,925388.0961,1940156.538,0,,,,
3,0,3,925388.0961,1940176.538,0,,,,
4,0,4,925388.0961,1940196.538,0,,,,
5,0,5,925388.0961,1940216.538,0,,,,
6,0,6,925388.0961,1940236.538,0,,,,
7,0,7,925388.0961,1940256.538,0,,,,
8,0,8,925388.0961,1940276.538,0,,,,
9,0,9,925388.0961,1940296.538,0,,,,
10,0,10,925388.0961,1940316.538,0,,,,
11,0,11,925388.0961,1940336.538,0,,,,
12,0,12,925388.0961,1940356.538,0,,,,
13,0,13,925388.0961,1940376.538,0,,,,
14,0,14,925388.0961,1940396.538,0,,,,
15,0,15,925388.0961,1940416.538,0,,,,
16,0,16,925388.0961,1940436.538,0,,,,
17,0,17,925388.0961,1940456.538,0,,,,
18,0,18,925388.0961,1940476.538,0,,,,
19,0,19,925388.0961,1940496.538,0,,,,
20,0,20,925388.0961,1940516.538,0,,,,
21,0,21,925388.0961,1940536.538,0,,,,
22,0,22,925388.0961,1940556.538,0,,,,
23,0,23,925388.0961,1940576.538,0,,,,
24,0,24,925388.0961,1940596.538,0,,,,
25,0,25,925388.0961,1940616.538,0,,,,
26,0,26,925388.0961,1940636.538,0,,,,
27,0,27,925388.0961,1940656.538,0,,,,
28,0,28,925388.0961,1940676.538,0,,,,
29,0,29,925388.0961,1940696.538,0,,,,
30,0,30,925388.0961,1940716.538,0,,,,
31,0,31,925388.0961,1940736.538,0,,,,
32,0,32,925388.0961,1940756.538,0,,,,
33,0,33,925388.0961,1940776.538,0,,,,
34,0,34,925388.0961,1940796.538,0,,,,
35,0,35,925388.0961,1940816.538,0,,,,
36,0,36,925388.0961,1940836.538,0,,,,
37,0,37,925388.0961,1940856.538,0,,,,
38,0,38,925388.0961,1940876.538,0,,,,
39,0,39,925408.0961,1940116.538,0,,,,
40,0,40,925408.0961,1940136.538,0,,,,
41,0,41,925408.0961,1940156.538,0,,,,
42,0,42,925408.0961,1940176.538,1,,,,
43,0,43,925408.0961,1940196.538,0,,,,
44,0,44,925408.0961,1940216.538,1,,,,
45,0,45,925408.0961,1940236.538,1,,,,
46,0,46,925408.0961,1940256.538,1,,,,
47,0,47,925408.0961,1940276.538,1,,,,
48,0,48,925408.0961,1940296.538,0,,,,
49,0,49,925408.0961,1940316.538,0,,,,
50,0,50,925408.0961,1940336.538,0,,,,
51,0,51,925408.0961,1940356.538,0,,,,
52,0,52,925408.0961,1940376.538,0,,,,
53,0,53,925408.0961,1940396.538,0,,,,
54,1,0,925408.0961,1940416.538,0,,,,
55,1,1,925408.0961,1940436.538,0,,,,
56,1,2,925408.0961,1940456.538,0,,,,
57,1,3,925408.0961,1940476.538,0,,,,
58,1,4,925408.0961,1940496.538,0,,,,
59,1,5,925408.0961,1940516.538,0,,,,
60,1,6,925408.0961,1940536.538,0,,,,
61,1,7,925408.0961,1940556.538,0,,,,
62,1,8,925408.0961,1940576.538,0,,,,
63,1,9,925408.0961,1940596.538,0,,,,
64,1,10,925408.0961,1940616.538,0,,,,
65,1,11,925408.0961,1940636.538,0,,,,
66,1,12,925408.0961,1940656.538,0,,,,
67,1,13,925408.0961,1940676.538,0,,,,
68,1,14,925408.0961,1940696.538,0,,,,
69,1,15,925408.0961,1940716.538,0,,,,
70,1,16,925408.0961,1940736.538,0,,,,
71,1,17,925408.0961,1940756.538,0,,,,
72,1,18,925408.0961,1940776.538,0,,,,
73,1,19,925408.0961,1940796.538,0,,,,
74,1,20,925408.0961,1940816.538,0,,,,
75,1,21,925408.0961,1940836.538,0,,,,
76,1,22,925408.0961,1940856.538,0,,,,
77,1,23,925408.0961,1940876.538,0,,,,
78,1,24,925428.0961,1940116.538,0,,,,
79,1,25,925428.0961,1940136.538,0,,,,
80,1,26,925428.0961,1940156.538,0,,,,
81,1,27,925428.0961,1940176.538,0,,,,
82,1,28,925428.0961,1940196.538,0,,,,
83,1,29,925428.0961,1940216.538,0,,,,
84,1,30,925428.0961,1940236.538,0,,,,
85,1,31,925428.0961,1940256.538,0,,,,
86,1,32,925428.0961,1940276.538,0,,,,
87,1,33,925428.0961,1940296.538,0,,,,
88,1,34,925428.0961,1940316.538,0,,,,
89,1,35,925428.0961,1940336.538,0,,,,
90,1,36,925428.0961,1940356.538,0,,,,
91,1,37,925428.0961,1940376.538,0,,,,
92,1,38,925428.0961,1940396.538,0,,,,
93,1,39,925428.0961,1940416.538,0,,,,
94,1,40,925428.0961,1940436.538,0,,,,
95,1,41,925428.0961,1940456.538,0,,,,
96,1,42,925428.0961,1940476.538,0,,,,
97,1,43,925428.0961,1940496.538,1,,,,
98,1,44,925428.0961,1940516.538,0,,,,
99,1,45,925428.0961,1940536.538,0,,,,
100,1,46,925428.0961,1940556.538,1,,,,
101,1,47,925428.0961,1940576.538,0,,,,
102,1,48,925428.0961,1940596.538,0,,,,
103,1,49,925428.0961,1940616.538,0,,,,
104,1,50,925428.0961,1940636.538,0,,,,
105,1,51,925428.0961,1940656.538,0,,,,
106,1,52,925428.0961,1940676.538,0,,,,
107,1,53,925428.0961,1940696.538,0,,,,
108,2,0,925428.0961,1940716.538,0,,,,
109,2,1,925428.0961,1940736.538,0,,,,
110,2,2,925428.0961,1940756.538,0,,,,
111,2,3,925428.0961,1940776.538,0,,,,
112,2,4,925428.0961,1940796.538,0,,,,
113,2,5,925428.0961,1940816.538,0,,,,
114,2,6,925428.0961,1940836.538,0,,,,
115,2,7,925428.0961,1940856.538,0,,,,
116,2,8,925428.0961,1940876.538,0,,,,
117,2,9,925448.0961,1940116.538,0,,,,
118,2,10,925448.0961,1940136.538,0,,,,
119,2,11,925448.0961,1940156.538,0,,,,
120,2,12,925448.0961,1940176.538,0,,,,
121,2,13,925448.0961,1940196.538,0,,,,
122,2,14,925448.0961,1940216.538,0,,,,
123,2,15,925448.0961,1940236.538,0,,,,
124,2,16,925448.0961,1940256.538,0,,,,
125,2,17,925448.0961,1940276.538,0,,,,
126,2,18,925448.0961,1940296.538,0,,,,
127,2,19,925448.0961,1940316.538,0,,,,
128,2,20,925448.0961,1940336.538,0,,,,
129,2,21,925448.0961,1940356.538,0,,,,
130,2,22,925448.0961,1940376.538,0,,,,
131,2,23,925448.0961,1940396.538,0,,,,
132,2,24,925448.0961,1940416.538,0,,,,
133,2,25,925448.0961,1940436.538,0,,,,
134,2,26,925448.0961,1940456.538,0,,,,
135,2,27,925448.0961,1940476.538,0,,,,
136,2,28,925448.0961,1940496.538,0,,,,
137,2,29,925448.0961,1940516.538,0,,,,
138,2,30,925448.0961,1940536.538,0,,,,
139,2,31,925448.0961,1940556.538,0,,,,
140,2,32,925448.0961,1940576.538,0,,,,
141,2,33,925448.0961,1940596.538,1,,,,
142,2,34,925448.0961,1940616.538,1,,,,
143,2,35,925448.0961,1940636.538,1,,,,
144,2,36,925448.0961,1940656.538,1,,,,
145,2,37,925448.0961,1940676.538,1,,,,
146,2,38,925448.0961,1940696.538,1,,,,
147,2,39,925448.0961,1940716.538,0,,,,
148,2,40,925448.0961,1940736.538,0,,,,
149,2,41,925448.0961,1940756.538,0,,,,
150,2,42,925448.0961,1940776.538,0,,,,
151,2,43,925448.0961,1940796.538,1,,,,
152,2,44,925448.0961,1940816.538,1,,,,
153,2,45,925448.0961,1940836.538,1,,,,
154,2,46,925448.0961,1940856.538,0,,,,
155,2,47,925448.0961,1940876.538,0,,,,
156,2,48,925468.0961,1940116.538,0,,,,
157,2,49,925468.0961,1940136.538,0,,,,
158,2,50,925468.0961,1940156.538,0,,,,
159,2,51,925468.0961,1940176.538,0,,,,
160,2,52,925468.0961,1940196.538,0,,,,
161,2,53,925468.0961,1940216.538,0,,,,
162,3,0,925468.0961,1940236.538,0,,,,
163,3,1,925468.0961,1940256.538,0,,,,
164,3,2,925468.0961,1940276.538,0,,,,
165,3,3,925468.0961,1940296.538,0,,,,
166,3,4,925468.0961,1940316.538,0,,,,
167,3,5,925468.0961,1940336.538,0,,,,
168,3,6,925468.0961,1940356.538,0,,,,
169,3,7,925468.0961,1940376.538,0,,,,
170,3,8,925468.0961,1940396.538,0,,,,
171,3,9,925468.0961,1940416.538,0,,,,
172,3,10,925468.0961,1940436.538,0,,,,
173,3,11,925468.0961,1940456.538,0,,,,
174,3,12,925468.0961,1940476.538,0,,,,
175,3,13,925468.0961,1940496.538,0,,,,
176,3,14,925468.0961,1940516.538,0,,,,
177,3,15,925468.0961,1940536.538,0,,,,
178,3,16,925468.0961,1940556.538,0,,,,
179,3,17,925468.0961,1940576.538,0,,,,
180,3,18,925468.0961,1940596.538,0,,,,
181,3,19,925468.0961,1940616.538,0,,,,
182,3,20,925468.0961,1940636.538,0,,,,
183,3,21,925468.0961,1940656.538,0,,,,
184,3,22,925468.0961,1940676.538,0,,,,
185,3,23,925468.0961,1940696.538,0,,,,
186,3,24,925468.0961,1940716.538,0,,,,
187,3,25,925468.0961,1940736.538,0,,,,
188,3,26,925468.0961,1940756.538,0,,,,
189,3,27,925468.0961,1940776.538,0,,,,
190,3,28,925468.0961,1940796.538,0,,,,
191,3,29,925468.0961,1940816.538,0,,,,
192,3,30,925468.0961,1940836.538,0,,,,
193,3,31,925468.0961,1940856.538,0,,,,
194,3,32,925468.0961,1940876.538,0,,,,
195,3,33,925488.0961,1940116.538,1,,,,
196,3,34,925488.0961,1940136.538,1,,,,
197,3,35,925488.0961,1940156.538,1,,,,
198,3,36,925488.0961,1940176.538,1,,,,
199,3,37,925488.0961,1940196.538,1,,,,
200,3,38,925488.0961,1940216.538,1,,,,
201,3,39,925488.0961,1940236.538,1,,,,
202,3,40,925488.0961,1940256.538,0,,,,
203,3,41,925488.0961,1940276.538,0,,,,
204,3,42,925488.0961,1940296.538,1,,,,
205,3,43,925488.0961,1940316.538,1,,,,
206,3,44,925488.0961,1940336.538,1,,,,
207,3,45,925488.0961,1940356.538,1,,,,
208,3,46,925488.0961,1940376.538,1,,,,
209,3,47,925488.0961,1940396.538,0,,,,
210,3,48,925488.0961,1940416.538,0,,,,
211,3,49,925488.0961,1940436.538,0,,,,
212,3,50,925488.0961,1940456.538,0,,,,
213,3,51,925488.0961,1940476.538,0,,,,
214,3,52,925488.0961,1940496.538,0,,,,
215,3,53,925488.0961,1940516.538,0,,,,
216,4,0,925488.0961,1940536.538,0,,,,
